donor	method	state	gene	fields	eligible	called	correct	allele_matches	stratum	family
HG02027	T1K	complete	DPA1	4	0	0	0	0	EAS	HG02027
HG02027	T1K	complete	DPB1	4	0	0	0	0	EAS	HG02027
HG02027	T1K	complete	DQA1	4	1	1	0	0	EAS	HG02027
HG02027	T1K	complete	DQB1	4	1	1	0	0	EAS	HG02027
HG02027	T1K	complete	DRB1	4	0	0	0	0	EAS	HG02027
HG02027	ipd_genome	complete	A	2	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	B	2	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	C	2	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	DRB1	2	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	A	4	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	B	4	0	0	0	0	EAS	HG02027
HG02027	ipd_genome	complete	C	4	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	DPA1	4	0	0	0	0	EAS	HG02027
HG02027	ipd_genome	complete	DPB1	4	0	0	0	0	EAS	HG02027
HG02027	ipd_genome	complete	DQA1	4	1	1	0	1	EAS	HG02027
HG02027	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	HG02027
HG02027	ipd_genome	complete	DRB1	4	0	0	0	0	EAS	HG02027
HG02027	all	complete	A	2	1	1	1	2	EAS	HG02027
HG02027	all	complete	B	2	1	1	1	2	EAS	HG02027
HG02027	all	complete	C	2	1	1	1	2	EAS	HG02027
HG02027	all	complete	DPA1	2	1	1	1	2	EAS	HG02027
HG02027	all	complete	DPB1	2	1	1	1	2	EAS	HG02027
HG02027	all	complete	DQA1	2	1	1	1	2	EAS	HG02027
HG02027	all	complete	DQB1	2	1	1	1	2	EAS	HG02027
HG02027	all	complete	DRB1	2	1	1	1	2	EAS	HG02027
HG02027	all	complete	A	4	1	1	1	2	EAS	HG02027
HG02027	all	complete	B	4	0	0	0	0	EAS	HG02027
HG02027	all	complete	C	4	1	1	1	2	EAS	HG02027
HG02027	all	complete	DPA1	4	0	0	0	0	EAS	HG02027
HG02027	all	complete	DPB1	4	0	0	0	0	EAS	HG02027
HG02027	all	complete	DQA1	4	1	1	0	1	EAS	HG02027
HG02027	all	complete	DQB1	4	1	1	1	2	EAS	HG02027
HG02027	all	complete	DRB1	4	0	0	0	0	EAS	HG02027
HG02391	T1K	complete	A	2	1	1	1	2	EAS	HG02391
HG02391	T1K	complete	B	2	1	1	1	2	EAS	HG02391
HG02391	T1K	complete	C	2	1	1	1	2	EAS	HG02391
HG02391	T1K	complete	DPA1	2	1	1	1	2	EAS	HG02391
HG02391	T1K	complete	DPB1	2	1	1	1	2	EAS	HG02391
HG02391	T1K	complete	DQA1	2	1	1	1	2	EAS	HG02391
HG02391	T1K	complete	DQB1	2	1	1	1	2	EAS	HG02391
HG02391	T1K	complete	DRB1	2	1	1	1	2	EAS	HG02391
HG02391	T1K	complete	A	4	1	1	1	2	EAS	HG02391
HG02391	T1K	complete	B	4	1	1	0	1	EAS	HG02391
HG02391	T1K	complete	C	4	1	1	0	1	EAS	HG02391
HG02391	T1K	complete	DPA1	4	0	0	0	0	EAS	HG02391
HG02391	T1K	complete	DPB1	4	1	1	0	1	EAS	HG02391
HG02391	T1K	complete	DQA1	4	0	0	0	0	EAS	HG02391
HG02391	T1K	complete	DQB1	4	1	1	1	2	EAS	HG02391
HG02391	T1K	complete	DRB1	4	1	1	0	1	EAS	HG02391
HG02391	ipd_genome	complete	A	2	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	B	2	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	C	2	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	DRB1	2	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	A	4	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	B	4	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	C	4	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	DPA1	4	0	0	0	0	EAS	HG02391
HG02391	ipd_genome	complete	DPB1	4	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	DQA1	4	0	0	0	0	EAS	HG02391
HG02391	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	HG02391
HG02391	ipd_genome	complete	DRB1	4	1	1	0	1	EAS	HG02391
HG02391	all	complete	A	2	1	1	1	2	EAS	HG02391
HG02391	all	complete	B	2	1	1	1	2	EAS	HG02391
HG02391	all	complete	C	2	1	1	1	2	EAS	HG02391
HG02391	all	complete	DPA1	2	1	1	1	2	EAS	HG02391
HG02391	all	complete	DPB1	2	1	1	1	2	EAS	HG02391
HG02391	all	complete	DQA1	2	1	1	1	2	EAS	HG02391
HG02391	all	complete	DQB1	2	1	1	1	2	EAS	HG02391
HG02391	all	complete	DRB1	2	1	1	1	2	EAS	HG02391
HG02391	all	complete	A	4	1	1	1	2	EAS	HG02391
HG02391	all	complete	B	4	1	1	1	2	EAS	HG02391
HG02391	all	complete	C	4	1	1	1	2	EAS	HG02391
HG02391	all	complete	DPA1	4	0	0	0	0	EAS	HG02391
HG02391	all	complete	DPB1	4	1	1	1	2	EAS	HG02391
HG02391	all	complete	DQA1	4	0	0	0	0	EAS	HG02391
HG02391	all	complete	DQB1	4	1	1	1	2	EAS	HG02391
HG02391	all	complete	DRB1	4	1	1	0	0	EAS	HG02391
HG02602	T1K	complete	A	2	1	1	1	2	SAS	HG02600
HG02602	T1K	complete	B	2	1	1	1	2	SAS	HG02600
HG02602	T1K	complete	C	2	1	1	1	2	SAS	HG02600
HG02602	T1K	complete	DPA1	2	1	1	1	2	SAS	HG02600
HG02602	T1K	complete	DPB1	2	1	1	1	2	SAS	HG02600
HG02602	T1K	complete	DQA1	2	1	1	1	2	SAS	HG02600
HG02602	T1K	complete	DQB1	2	1	1	1	2	SAS	HG02600
HG02602	T1K	complete	DRB1	2	1	1	1	2	SAS	HG02600
HG02602	T1K	complete	A	4	1	1	1	2	SAS	HG02600
HG02602	T1K	complete	B	4	1	1	0	1	SAS	HG02600
HG02602	T1K	complete	C	4	1	1	0	0	SAS	HG02600
HG02602	T1K	complete	DPA1	4	0	0	0	0	SAS	HG02600
HG02602	T1K	complete	DPB1	4	1	1	0	1	SAS	HG02600
HG02602	T1K	complete	DQA1	4	0	0	0	0	SAS	HG02600
HG02602	T1K	complete	DQB1	4	1	1	1	2	SAS	HG02600
HG02602	T1K	complete	DRB1	4	0	0	0	0	SAS	HG02600
HG02602	ipd_genome	complete	A	2	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	B	2	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	C	2	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	A	4	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	B	4	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	C	4	1	1	0	1	SAS	HG02600
HG02602	ipd_genome	complete	DPA1	4	0	0	0	0	SAS	HG02600
HG02602	ipd_genome	complete	DPB1	4	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	DQA1	4	0	0	0	0	SAS	HG02600
HG02602	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	HG02600
HG02602	ipd_genome	complete	DRB1	4	0	0	0	0	SAS	HG02600
HG02602	all	complete	A	2	1	1	1	2	SAS	HG02600
HG02602	all	complete	B	2	1	1	1	2	SAS	HG02600
HG02602	all	complete	C	2	1	1	1	2	SAS	HG02600
HG02602	all	complete	DPA1	2	1	1	1	2	SAS	HG02600
HG02602	all	complete	DPB1	2	1	1	1	2	SAS	HG02600
HG02602	all	complete	DQA1	2	1	1	1	2	SAS	HG02600
HG02602	all	complete	DQB1	2	1	1	1	2	SAS	HG02600
HG02602	all	complete	DRB1	2	1	1	1	2	SAS	HG02600
HG02602	all	complete	A	4	1	1	1	2	SAS	HG02600
HG02602	all	complete	B	4	1	1	1	2	SAS	HG02600
HG02602	all	complete	C	4	1	1	0	1	SAS	HG02600
HG02602	all	complete	DPA1	4	0	0	0	0	SAS	HG02600
HG02602	all	complete	DPB1	4	1	1	1	2	SAS	HG02600
HG02602	all	complete	DQA1	4	0	0	0	0	SAS	HG02600
HG02602	all	complete	DQB1	4	1	1	1	2	SAS	HG02600
HG02602	all	complete	DRB1	4	0	0	0	0	SAS	HG02600
HG04115	T1K	complete	A	2	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	B	2	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	C	2	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	DPA1	2	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	DPB1	2	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	DQA1	2	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	DQB1	2	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	DRB1	2	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	A	4	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	B	4	0	0	0	0	SAS	HG03894
HG04115	T1K	complete	C	4	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	DPA1	4	0	0	0	0	SAS	HG03894
HG04115	T1K	complete	DPB1	4	1	1	0	1	SAS	HG03894
HG04115	T1K	complete	DQA1	4	1	1	1	2	SAS	HG03894
HG04115	T1K	complete	DQB1	4	1	1	0	1	SAS	HG03894
HG04115	T1K	complete	DRB1	4	0	0	0	0	SAS	HG03894
HG04115	ipd_genome	complete	A	2	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	B	2	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	C	2	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	A	4	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	B	4	0	0	0	0	SAS	HG03894
HG04115	ipd_genome	complete	C	4	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	DPA1	4	0	0	0	0	SAS	HG03894
HG04115	ipd_genome	complete	DPB1	4	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	DQA1	4	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	HG03894
HG04115	ipd_genome	complete	DRB1	4	0	0	0	0	SAS	HG03894
HG04115	all	complete	A	2	1	1	1	2	SAS	HG03894
HG04115	all	complete	B	2	1	1	1	2	SAS	HG03894
HG04115	all	complete	C	2	1	1	1	2	SAS	HG03894
HG04115	all	complete	DPA1	2	1	1	1	2	SAS	HG03894
HG04115	all	complete	DPB1	2	1	1	1	2	SAS	HG03894
HG04115	all	complete	DQA1	2	1	1	1	2	SAS	HG03894
HG04115	all	complete	DQB1	2	1	1	1	2	SAS	HG03894
HG04115	all	complete	DRB1	2	1	1	1	2	SAS	HG03894
HG04115	all	complete	A	4	1	1	1	2	SAS	HG03894
HG04115	all	complete	B	4	0	0	0	0	SAS	HG03894
HG04115	all	complete	C	4	1	1	1	2	SAS	HG03894
HG04115	all	complete	DPA1	4	0	0	0	0	SAS	HG03894
HG04115	all	complete	DPB1	4	1	1	1	2	SAS	HG03894
HG04115	all	complete	DQA1	4	1	1	1	2	SAS	HG03894
HG04115	all	complete	DQB1	4	1	1	1	2	SAS	HG03894
HG04115	all	complete	DRB1	4	0	0	0	0	SAS	HG03894
HG04187	T1K	complete	A	2	1	1	1	2	SAS	HG04185
HG04187	T1K	complete	B	2	1	1	1	2	SAS	HG04185
HG04187	T1K	complete	C	2	1	1	0	1	SAS	HG04185
HG04187	T1K	complete	DPA1	2	1	1	1	2	SAS	HG04185
HG04187	T1K	complete	DPB1	2	1	1	1	2	SAS	HG04185
HG04187	T1K	complete	DQA1	2	1	1	1	2	SAS	HG04185
HG04187	T1K	complete	DQB1	2	1	1	1	2	SAS	HG04185
HG04187	T1K	complete	DRB1	2	1	1	1	2	SAS	HG04185
HG04187	T1K	complete	A	4	1	1	1	2	SAS	HG04185
HG04187	T1K	complete	B	4	1	1	0	0	SAS	HG04185
HG04187	T1K	complete	C	4	1	0	0	1	SAS	HG04185
HG04187	T1K	complete	DPA1	4	0	0	0	0	SAS	HG04185
HG04187	T1K	complete	DPB1	4	1	1	1	2	SAS	HG04185
HG04187	T1K	complete	DQA1	4	0	0	0	0	SAS	HG04185
HG04187	T1K	complete	DQB1	4	0	0	0	0	SAS	HG04185
HG04187	T1K	complete	DRB1	4	0	0	0	0	SAS	HG04185
HG04187	ipd_genome	complete	A	2	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	B	2	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	C	2	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	A	4	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	B	4	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	C	4	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	DPA1	4	0	0	0	0	SAS	HG04185
HG04187	ipd_genome	complete	DPB1	4	1	1	1	2	SAS	HG04185
HG04187	ipd_genome	complete	DQA1	4	0	0	0	0	SAS	HG04185
HG04187	ipd_genome	complete	DQB1	4	0	0	0	0	SAS	HG04185
HG04187	ipd_genome	complete	DRB1	4	0	0	0	0	SAS	HG04185
HG04187	all	complete	A	2	1	1	1	2	SAS	HG04185
HG04187	all	complete	B	2	1	1	1	2	SAS	HG04185
HG04187	all	complete	C	2	1	1	1	2	SAS	HG04185
HG04187	all	complete	DPA1	2	1	1	1	2	SAS	HG04185
HG04187	all	complete	DPB1	2	1	1	1	2	SAS	HG04185
HG04187	all	complete	DQA1	2	1	1	1	2	SAS	HG04185
HG04187	all	complete	DQB1	2	1	1	1	2	SAS	HG04185
HG04187	all	complete	DRB1	2	1	1	1	2	SAS	HG04185
HG04187	all	complete	A	4	1	1	1	2	SAS	HG04185
HG04187	all	complete	B	4	1	1	1	2	SAS	HG04185
HG04187	all	complete	C	4	1	1	1	2	SAS	HG04185
HG04187	all	complete	DPA1	4	0	0	0	0	SAS	HG04185
HG04187	all	complete	DPB1	4	1	1	1	2	SAS	HG04185
HG04187	all	complete	DQA1	4	0	0	0	0	SAS	HG04185
HG04187	all	complete	DQB1	4	0	0	0	0	SAS	HG04185
HG04187	all	complete	DRB1	4	0	0	0	0	SAS	HG04185
NA18570	T1K	complete	A	2	1	1	1	2	EAS	NA18570
NA18570	T1K	complete	B	2	1	1	0	1	EAS	NA18570
NA18570	T1K	complete	C	2	1	1	1	2	EAS	NA18570
NA18570	T1K	complete	DPA1	2	1	1	1	2	EAS	NA18570
NA18570	T1K	complete	DPB1	2	1	1	1	2	EAS	NA18570
NA18570	T1K	complete	DQA1	2	1	1	0	1	EAS	NA18570
NA18570	T1K	complete	DQB1	2	1	1	1	2	EAS	NA18570
NA18570	T1K	complete	DRB1	2	1	1	1	2	EAS	NA18570
NA18570	T1K	complete	A	4	1	1	0	1	EAS	NA18570
NA18570	T1K	complete	B	4	1	0	0	1	EAS	NA18570
NA18570	T1K	complete	C	4	1	1	1	2	EAS	NA18570
NA18570	T1K	complete	DPA1	4	0	0	0	0	EAS	NA18570
NA18570	T1K	complete	DPB1	4	0	0	0	0	EAS	NA18570
NA18570	T1K	complete	DQA1	4	1	1	0	1	EAS	NA18570
NA18570	T1K	complete	DQB1	4	1	1	0	1	EAS	NA18570
NA18570	T1K	complete	DRB1	4	0	0	0	0	EAS	NA18570
NA18570	ipd_genome	complete	A	2	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	B	2	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	C	2	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	DRB1	2	1	1	0	1	EAS	NA18570
NA18570	ipd_genome	complete	A	4	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	B	4	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	C	4	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	DPA1	4	0	0	0	0	EAS	NA18570
NA18570	ipd_genome	complete	DPB1	4	0	0	0	0	EAS	NA18570
NA18570	ipd_genome	complete	DQA1	4	1	1	0	1	EAS	NA18570
NA18570	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	NA18570
NA18570	ipd_genome	complete	DRB1	4	0	0	0	0	EAS	NA18570
NA18570	all	complete	A	2	1	1	1	2	EAS	NA18570
NA18570	all	complete	B	2	1	1	1	2	EAS	NA18570
NA18570	all	complete	C	2	1	1	1	2	EAS	NA18570
NA18570	all	complete	DPA1	2	1	1	1	2	EAS	NA18570
NA18570	all	complete	DPB1	2	1	1	1	2	EAS	NA18570
NA18570	all	complete	DQA1	2	1	1	1	2	EAS	NA18570
NA18570	all	complete	DQB1	2	1	1	1	2	EAS	NA18570
NA18570	all	complete	DRB1	2	1	1	0	1	EAS	NA18570
NA18570	all	complete	A	4	1	1	1	2	EAS	NA18570
NA18570	all	complete	B	4	1	1	1	2	EAS	NA18570
NA18570	all	complete	C	4	1	1	1	2	EAS	NA18570
NA18570	all	complete	DPA1	4	0	0	0	0	EAS	NA18570
NA18570	all	complete	DPB1	4	0	0	0	0	EAS	NA18570
NA18570	all	complete	DQA1	4	1	1	0	1	EAS	NA18570
NA18570	all	complete	DQB1	4	1	1	1	2	EAS	NA18570
NA18570	all	complete	DRB1	4	0	0	0	0	EAS	NA18570
NA18940	T1K	complete	A	2	1	1	1	2	EAS	NA18940
NA18940	T1K	complete	B	2	1	1	1	2	EAS	NA18940
NA18940	T1K	complete	C	2	1	1	1	2	EAS	NA18940
NA18940	T1K	complete	DPA1	2	1	1	1	2	EAS	NA18940
NA18940	T1K	complete	DPB1	2	1	1	1	2	EAS	NA18940
NA18940	T1K	complete	DQA1	2	1	1	1	2	EAS	NA18940
NA18940	T1K	complete	DQB1	2	1	1	1	2	EAS	NA18940
NA18940	T1K	complete	DRB1	2	1	1	1	2	EAS	NA18940
NA18940	T1K	complete	A	4	1	1	1	2	EAS	NA18940
NA18940	T1K	complete	B	4	1	1	0	1	EAS	NA18940
NA18940	T1K	complete	C	4	0	0	0	0	EAS	NA18940
NA18940	T1K	complete	DPA1	4	1	1	0	0	EAS	NA18940
NA18940	T1K	complete	DPB1	4	0	0	0	0	EAS	NA18940
NA18940	T1K	complete	DQA1	4	1	1	0	1	EAS	NA18940
NA18940	T1K	complete	DQB1	4	1	1	1	2	EAS	NA18940
NA18940	T1K	complete	DRB1	4	0	0	0	0	EAS	NA18940
NA18940	ipd_genome	complete	A	2	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	B	2	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	C	2	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	DRB1	2	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	A	4	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	B	4	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	C	4	0	0	0	0	EAS	NA18940
NA18940	ipd_genome	complete	DPA1	4	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	DPB1	4	0	0	0	0	EAS	NA18940
NA18940	ipd_genome	complete	DQA1	4	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	NA18940
NA18940	ipd_genome	complete	DRB1	4	0	0	0	0	EAS	NA18940
NA18940	all	complete	A	2	1	1	1	2	EAS	NA18940
NA18940	all	complete	B	2	1	1	1	2	EAS	NA18940
NA18940	all	complete	C	2	1	1	1	2	EAS	NA18940
NA18940	all	complete	DPA1	2	1	1	1	2	EAS	NA18940
NA18940	all	complete	DPB1	2	1	1	1	2	EAS	NA18940
NA18940	all	complete	DQA1	2	1	1	1	2	EAS	NA18940
NA18940	all	complete	DQB1	2	1	1	1	2	EAS	NA18940
NA18940	all	complete	DRB1	2	1	1	1	2	EAS	NA18940
NA18940	all	complete	A	4	1	1	1	2	EAS	NA18940
NA18940	all	complete	B	4	1	1	1	2	EAS	NA18940
NA18940	all	complete	C	4	0	0	0	0	EAS	NA18940
NA18940	all	complete	DPA1	4	1	1	1	2	EAS	NA18940
NA18940	all	complete	DPB1	4	0	0	0	0	EAS	NA18940
NA18940	all	complete	DQA1	4	1	1	1	2	EAS	NA18940
NA18940	all	complete	DQB1	4	1	1	1	2	EAS	NA18940
NA18940	all	complete	DRB1	4	0	0	0	0	EAS	NA18940
NA21144	T1K	complete	A	2	1	1	1	2	SAS	NA21144
NA21144	T1K	complete	B	2	1	1	0	1	SAS	NA21144
NA21144	T1K	complete	C	2	1	1	1	2	SAS	NA21144
NA21144	T1K	complete	DPA1	2	1	1	1	2	SAS	NA21144
NA21144	T1K	complete	DPB1	2	1	1	1	2	SAS	NA21144
NA21144	T1K	complete	DQA1	2	1	1	1	2	SAS	NA21144
NA21144	T1K	complete	DQB1	2	1	1	1	2	SAS	NA21144
NA21144	T1K	complete	DRB1	2	1	1	1	2	SAS	NA21144
NA21144	T1K	complete	A	4	1	1	1	2	SAS	NA21144
NA21144	T1K	complete	B	4	0	0	0	0	SAS	NA21144
NA21144	T1K	complete	C	4	1	1	0	0	SAS	NA21144
NA21144	T1K	complete	DPA1	4	0	0	0	0	SAS	NA21144
NA21144	T1K	complete	DPB1	4	1	1	1	2	SAS	NA21144
NA21144	T1K	complete	DQA1	4	0	0	0	0	SAS	NA21144
NA21144	T1K	complete	DQB1	4	1	1	1	2	SAS	NA21144
NA21144	T1K	complete	DRB1	4	1	1	0	1	SAS	NA21144
NA21144	ipd_genome	complete	A	2	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	B	2	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	C	2	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	A	4	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	B	4	0	0	0	0	SAS	NA21144
NA21144	ipd_genome	complete	C	4	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	DPA1	4	0	0	0	0	SAS	NA21144
NA21144	ipd_genome	complete	DPB1	4	1	1	0	1	SAS	NA21144
NA21144	ipd_genome	complete	DQA1	4	0	0	0	0	SAS	NA21144
NA21144	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	NA21144
NA21144	ipd_genome	complete	DRB1	4	1	1	1	2	SAS	NA21144
NA21144	all	complete	A	2	1	1	1	2	SAS	NA21144
NA21144	all	complete	B	2	1	1	1	2	SAS	NA21144
NA21144	all	complete	C	2	1	1	1	2	SAS	NA21144
NA21144	all	complete	DPA1	2	1	1	1	2	SAS	NA21144
NA21144	all	complete	DPB1	2	1	1	1	2	SAS	NA21144
NA21144	all	complete	DQA1	2	1	1	1	2	SAS	NA21144
NA21144	all	complete	DQB1	2	1	1	1	2	SAS	NA21144
NA21144	all	complete	DRB1	2	1	1	1	2	SAS	NA21144
NA21144	all	complete	A	4	1	1	1	2	SAS	NA21144
NA21144	all	complete	B	4	0	0	0	0	SAS	NA21144
NA21144	all	complete	C	4	1	1	1	2	SAS	NA21144
NA21144	all	complete	DPA1	4	0	0	0	0	SAS	NA21144
NA21144	all	complete	DPB1	4	1	1	1	2	SAS	NA21144
NA21144	all	complete	DQA1	4	0	0	0	0	SAS	NA21144
NA21144	all	complete	DQB1	4	1	1	1	2	SAS	NA21144
NA21144	all	complete	DRB1	4	1	1	1	2	SAS	NA21144
HG00558	T1K	complete	A	2	1	1	1	2	EAS	HG00556
HG00558	T1K	complete	B	2	1	1	1	2	EAS	HG00556
HG00558	T1K	complete	C	2	1	1	1	2	EAS	HG00556
HG00558	T1K	complete	DPA1	2	1	1	1	2	EAS	HG00556
HG00558	T1K	complete	DPB1	2	1	1	1	2	EAS	HG00556
HG00558	T1K	complete	DQA1	2	1	1	1	2	EAS	HG00556
HG00558	T1K	complete	DQB1	2	1	1	1	2	EAS	HG00556
HG00558	T1K	complete	DRB1	2	1	1	1	2	EAS	HG00556
HG00558	T1K	complete	A	4	1	1	1	2	EAS	HG00556
HG00558	T1K	complete	B	4	1	1	0	1	EAS	HG00556
HG00558	T1K	complete	C	4	1	1	0	0	EAS	HG00556
HG00558	T1K	complete	DPA1	4	0	0	0	0	EAS	HG00556
HG00558	T1K	complete	DPB1	4	1	1	1	2	EAS	HG00556
HG00558	T1K	complete	DQA1	4	1	1	0	1	EAS	HG00556
HG00558	T1K	complete	DQB1	4	1	1	0	1	EAS	HG00556
HG00558	T1K	complete	DRB1	4	0	0	0	0	EAS	HG00556
HG00558	ipd_genome	complete	A	2	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	B	2	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	C	2	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	HG00556
